Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,WHO Region
,Senegal,14.4974,-14.4524,4/20/20,377,5.0,235.0,afro
,Serbia,44.0165,21.0059,4/20/20,6630,125.0,870.0,euro
,Seychelles,-4.6796,55.492,4/20/20,11,0.0,5.0,afro
,Singapore,1.2833,103.8333,4/20/20,8014,11.0,801.0,wpro
,Slovakia,48.669,19.699,4/20/20,1173,13.0,251.0,euro
,Slovenia,46.1512,14.9955,4/20/20,1335,77.0,193.0,euro
,Somalia,5.1521,46.1996,4/20/20,237,8.0,4.0,emro
,South Africa,-30.5595,22.9375,4/20/20,3300,58.0,1055.0,afro
,Spain,40.0,-4.0,4/20/20,200210,20852.0,80587.0,euro
,Sri Lanka,7.0,81.0,4/20/20,304,7.0,98.0,searo
,Sudan,12.8628,30.2176,4/20/20,107,12.0,8.0,emro
,Suriname,3.9193,-56.0278,4/20/20,10,1.0,6.0,paho
,Sweden,63.0,16.0,4/20/20,14777,1580.0,0.0,euro
,Switzerland,46.8182,8.2275,4/20/20,27944,1429.0,18600.0,euro
,Taiwan*,23.7,121.0,4/20/20,422,6.0,203.0,wpro
,Tanzania,-6.369,34.8888,4/20/20,254,10.0,11.0,afro
,Thailand,15.0,101.0,4/20/20,2792,47.0,1999.0,searo
,Togo,8.6195,0.8248,4/20/20,84,6.0,53.0,afro
,Trinidad and Tobago,10.6918,-61.2225,4/20/20,114,8.0,22.0,paho
,Tunisia,34.0,9.0,4/20/20,884,38.0,148.0,emro
,Turkey,38.9637,35.2433,4/20/20,90980,2140.0,13430.0,euro
,Uganda,1.0,32.0,4/20/20,56,0.0,38.0,afro
,Ukraine,48.3794,31.1656,4/20/20,5710,151.0,359.0,euro
,United Arab Emirates,24.0,54.0,4/20/20,7265,43.0,1360.0,emro
Bermuda,United Kingdom,32.3078,-64.7505,4/20/20,86,5.0,37.0,euro
Cayman Islands,United Kingdom,19.3133,-81.2546,4/20/20,66,1.0,7.0,euro
Channel Islands,United Kingdom,49.3723,-2.3644,4/20/20,488,24.0,73.0,euro
Gibraltar,United Kingdom,36.1408,-5.3536,4/20/20,132,0.0,120.0,euro
Isle of Man,United Kingdom,54.2361,-4.5481,4/20/20,300,9.0,200.0,euro
Montserrat,United Kingdom,16.7425,-62.1874,4/20/20,11,0.0,2.0,euro
,United Kingdom,55.3781,-3.4360000000000004,4/20/20,124743,19051.0,0.0,euro
,Uruguay,-32.5228,-55.7658,4/20/20,535,10.0,313.0,paho
,US,37.0902,-95.7129,4/20/20,784708,42686.0,72329.0,paho
,Uzbekistan,41.3775,64.5853,4/20/20,1627,5.0,261.0,euro
,Venezuela,6.4238,-66.5897,4/20/20,256,9.0,117.0,paho
,Vietnam,16.0,108.0,4/20/20,268,0.0,214.0,wpro
,Zambia,-15.4167,28.2833,4/20/20,65,3.0,35.0,afro
,Zimbabwe,-20.0,30.0,4/20/20,25,3.0,2.0,afro
Diamond Princess,Canada,0.0,0.0,4/20/20,0,1.0,,paho
,Dominica,15.415,-61.371,4/20/20,16,0.0,8.0,paho
,Grenada,12.1165,-61.679,4/20/20,14,,,paho
,Mozambique,-18.665695,35.529562,4/20/20,39,0.0,,afro
,Syria,34.802075,38.99681500000001,4/20/20,39,,,emro
,Timor-Leste,-8.874217,125.727539,4/20/20,22,0.0,,searo
,Belize,13.1939,-59.5432,4/20/20,18,2.0,2.0,paho
,Laos,19.85627,102.495496,4/20/20,19,,,wpro
,Libya,26.3351,17.228331,4/20/20,51,1.0,15.0,emro
,West Bank and Gaza,31.9522,35.2332,4/20/20,329,2.0,71.0,emro
,Guinea-Bissau,11.8037,-15.1804,4/20/20,50,0.0,3.0,afro
,Mali,17.570692,-3.996166000000001,4/20/20,246,,56.0,afro
,Saint Kitts and Nevis,17.357822,-62.782998,4/20/20,15,0.0,0.0,paho
Northwest Territories,Canada,64.8255,-124.8457,4/20/20,5,0.0,,paho
Yukon,Canada,64.2823,-135.0,4/20/20,11,0.0,,paho
,Kosovo,42.602636,20.902977,4/20/20,598,15.0,123.0,euro
,Burma,21.9162,95.956,4/20/20,119,5.0,7.0,searo
Anguilla,United Kingdom,18.2206,-63.0686,4/20/20,3,0.0,1.0,euro
British Virgin Islands,United Kingdom,18.4207,-64.64,4/20/20,5,1.0,3.0,euro
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,4/20/20,11,,0.0,euro
,MS Zaandam,0.0,0.0,4/20/20,9,2.0,0.0,
,Botswana,-22.3285,24.6849,4/20/20,20,1.0,0.0,afro
,Burundi,-3.3731,29.9189,4/20/20,5,1.0,4.0,afro
,Sierra Leone,8.460555000000001,-11.779889,4/20/20,43,0.0,6.0,afro
,Malawi,-13.254307999999998,34.301525,4/20/20,17,2.0,3.0,afro
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/20/20,11,0.0,3.0,euro
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/20/20,1,0.0,0.0,euro
,South Sudan,6.877000000000002,31.307,4/20/20,4,,,afro
,Western Sahara,24.2155,-12.8858,4/20/20,6,0.0,0.0,afro
,Sao Tome and Principe,0.18636,6.613081,4/20/20,4,0.0,0.0,afro
,Yemen,15.552727,48.516388,4/20/20,1,,,emro
,Comoros,-11.6455,43.3333,4/20/20,0,0.0,0.0,afro
,Tajikistan,38.861034,71.276093,4/20/20,0,,,euro
,Lesotho,-29.609988,28.233608,4/20/20,0,0.0,0.0,afro
,Afghanistan,33.0,65.0,4/21/20,1092,36.0,150.0,emro
,Albania,41.1533,20.1683,4/21/20,609,26.0,345.0,euro
,Algeria,28.0339,1.6596,4/21/20,2811,392.0,1152.0,afro
,Andorra,42.5063,1.5218,4/21/20,717,37.0,282.0,euro
,Angola,-11.2027,17.8739,4/21/20,24,2.0,6.0,afro
,Antigua and Barbuda,17.0608,-61.7964,4/21/20,23,3.0,7.0,paho
,Argentina,-38.4161,-63.6167,4/21/20,3031,147.0,840.0,paho
,Armenia,40.0691,45.0382,4/21/20,1401,24.0,609.0,euro
Australian Capital Territory,Australia,-35.4735,149.0124,4/21/20,104,3.0,92.0,wpro
New South Wales,Australia,-33.8688,151.2093,4/21/20,2969,26.0,1755.0,wpro
Northern Territory,Australia,-12.4634,130.8456,4/21/20,28,0.0,15.0,wpro
Queensland,Australia,-28.0167,153.4,4/21/20,1024,6.0,738.0,wpro
South Australia,Australia,-34.9285,138.6007,4/21/20,437,4.0,376.0,wpro
Tasmania,Australia,-41.4545,145.9707,4/21/20,201,7.0,74.0,wpro
Victoria,Australia,-37.8136,144.9631,4/21/20,1336,14.0,1202.0,wpro
Western Australia,Australia,-31.9505,115.8605,4/21/20,546,7.0,443.0,wpro
,Austria,47.5162,14.5501,4/21/20,14873,491.0,10971.0,euro
,Azerbaijan,40.1431,47.5769,4/21/20,1480,20.0,865.0,euro
,Bahamas,25.0343,-77.3963,4/21/20,65,9.0,12.0,paho
,Bahrain,26.0275,50.55,4/21/20,1973,7.0,784.0,emro
,Bangladesh,23.685,90.3563,4/21/20,3382,110.0,87.0,searo
,Barbados,13.1939,-59.5432,4/21/20,75,5.0,25.0,paho
,Belarus,53.7098,27.9534,4/21/20,6723,55.0,577.0,euro
,Belgium,50.8333,4.0,4/21/20,40956,5998.0,9002.0,euro
,Benin,9.3077,2.3158,4/21/20,54,1.0,27.0,afro
,Bhutan,27.5142,90.4336,4/21/20,6,0.0,2.0,searo
,Bolivia,-16.2902,-63.5887,4/21/20,598,34.0,37.0,paho
,Bosnia and Herzegovina,43.9159,17.6791,4/21/20,1342,51.0,437.0,euro
,Brazil,-14.235,-51.9253,4/21/20,43079,2741.0,22991.0,paho
,Brunei,4.5353,114.7277,4/21/20,138,1.0,116.0,wpro
,Bulgaria,42.7339,25.4858,4/21/20,975,45.0,170.0,euro
,Burkina Faso,12.2383,-1.5616,4/21/20,600,38.0,362.0,afro
,Cabo Verde,16.5388,-23.0418,4/21/20,68,1.0,1.0,afro
,Cambodia,11.55,104.9167,4/21/20,122,0.0,110.0,wpro
,Cameroon,3.848,11.5021,4/21/20,1163,,,afro
Alberta,Canada,53.9333,-116.5765,4/21/20,3095,61.0,,paho
British Columbia,Canada,49.2827,-123.1207,4/21/20,1724,87.0,,paho
Grand Princess,Canada,37.6489,-122.6655,4/21/20,13,0.0,,paho
Manitoba,Canada,53.7609,-98.8139,4/21/20,255,6.0,,paho
New Brunswick,Canada,46.5653,-66.4619,4/21/20,118,0.0,,paho
Newfoundland and Labrador,Canada,53.1355,-57.6604,4/21/20,257,3.0,,paho
Nova Scotia,Canada,44.682,-63.7443,4/21/20,737,,,paho
Ontario,Canada,51.2538,-85.3232,4/21/20,12715,694.0,,paho
Prince Edward Island,Canada,46.5107,-63.4168,4/21/20,26,0.0,,paho
Quebec,Canada,52.9399,-73.5491,4/21/20,20126,1044.0,,paho
Saskatchewan,Canada,52.9399,-106.4509,4/21/20,320,4.0,,paho
,Central African Republic,6.6111,20.9394,4/21/20,14,0.0,10.0,afro
,Chad,15.4542,18.7322,4/21/20,33,0.0,8.0,afro
,Chile,-35.6751,-71.543,4/21/20,10832,147.0,4969.0,paho
Anhui,China,31.8257,117.2264,4/21/20,991,6.0,984.0,wpro
Beijing,China,40.1824,116.4142,4/21/20,593,8.0,516.0,wpro
Chongqing,China,30.0572,107.874,4/21/20,579,6.0,570.0,wpro
Fujian,China,26.0789,117.9874,4/21/20,355,1.0,341.0,wpro
Gansu,China,37.8099,101.0583,4/21/20,139,2.0,137.0,wpro
Guangdong,China,23.3417,113.4244,4/21/20,1582,8.0,1501.0,wpro
Guangxi,China,23.8298,108.7881,4/21/20,254,2.0,252.0,wpro
Guizhou,China,26.8154,106.8748,4/21/20,147,2.0,145.0,wpro
Hainan,China,19.1959,109.7453,4/21/20,168,6.0,162.0,wpro
Hebei,China,39.549,116.1306,4/21/20,328,6.0,317.0,wpro
Heilongjiang,China,47.862,127.7615,4/21/20,913,,,wpro
Henan,China,33.882,113.614,4/21/20,1276,,,wpro
Hong Kong,China,22.3,114.2,4/21/20,1029,4.0,650.0,wpro
Hubei,China,30.9756,112.2707,4/21/20,68128,4512.0,63514.0,wpro
Hunan,China,27.6104,111.7088,4/21/20,1019,4.0,1015.0,wpro
Inner Mongolia,China,44.0935,113.9448,4/21/20,194,1.0,108.0,wpro
Jiangsu,China,32.9711,119.455,4/21/20,653,0.0,644.0,wpro
Jiangxi,China,27.614,115.7221,4/21/20,937,1.0,936.0,wpro
Jilin,China,43.6661,126.1923,4/21/20,106,1.0,97.0,wpro
Liaoning,China,41.2956,122.6085,4/21/20,146,2.0,143.0,wpro
Macau,China,22.1667,113.55,4/21/20,45,0.0,24.0,wpro
Ningxia,China,37.2692,106.1655,4/21/20,75,0.0,75.0,wpro
Qinghai,China,35.7452,95.9956,4/21/20,18,0.0,18.0,wpro
Shaanxi,China,35.1917,108.8701,4/21/20,277,3.0,253.0,wpro
Shandong,China,36.3427,118.1498,4/21/20,787,7.0,765.0,wpro
Shanghai,China,31.202,121.4491,4/21/20,638,,,wpro
Shanxi,China,37.5777,112.2922,4/21/20,197,0.0,140.0,wpro
Sichuan,China,30.6171,102.7103,4/21/20,561,3.0,554.0,wpro
Tianjin,China,39.3054,117.323,4/21/20,189,3.0,176.0,wpro
Tibet,China,31.6927,88.0924,4/21/20,1,0.0,1.0,wpro
Xinjiang,China,41.1129,85.2401,4/21/20,76,3.0,73.0,wpro
Yunnan,China,24.974,101.487,4/21/20,184,,,wpro
Zhejiang,China,29.1832,120.0934,4/21/20,1268,1.0,1251.0,wpro
,Colombia,4.5709,-74.2973,4/21/20,4149,196.0,804.0,paho
,Congo (Brazzaville),-4.0383,21.7587,4/21/20,165,6.0,16.0,afro
,Congo (Kinshasa),-4.0383,21.7587,4/21/20,350,25.0,35.0,afro
,Costa Rica,9.7489,-83.7534,4/21/20,669,6.0,150.0,paho
,Cote d'Ivoire,7.54,-5.5471,4/21/20,916,13.0,303.0,afro
,Croatia,45.1,15.2,4/21/20,1908,48.0,801.0,euro
,Diamond Princess,0.0,0.0,4/21/20,712,13.0,644.0,
,Cuba,22.0,-80.0,4/21/20,1137,38.0,309.0,paho
,Cyprus,35.1264,33.4299,4/21/20,784,12.0,98.0,euro
,Czechia,49.8175,15.473,4/21/20,7033,,,euro
Faroe Islands,Denmark,61.8926,-6.9118,4/21/20,185,0.0,178.0,euro
Greenland,Denmark,71.7069,-42.6043,4/21/20,11,0.0,11.0,euro
,Denmark,56.2639,9.5018,4/21/20,7695,370.0,4700.0,euro
,Djibouti,11.8251,42.5903,4/21/20,945,2.0,112.0,emro
,Dominican Republic,18.7357,-70.1627,4/21/20,5044,245.0,463.0,paho
,Ecuador,-1.8312,-78.1834,4/21/20,10398,520.0,1207.0,paho
,Egypt,26.0,30.0,4/21/20,3490,264.0,870.0,emro
,El Salvador,13.7942,-88.8965,4/21/20,225,7.0,48.0,paho
,Equatorial Guinea,1.5,10.0,4/21/20,83,0.0,7.0,afro
,Eritrea,15.1794,39.7823,4/21/20,39,0.0,6.0,afro
,Estonia,58.5953,25.0136,4/21/20,1552,43.0,169.0,euro
,Eswatini,-26.5225,31.4659,4/21/20,31,1.0,8.0,afro
,Ethiopia,9.145,40.4897,4/21/20,114,3.0,16.0,afro
,Fiji,-17.7134,178.065,4/21/20,18,0.0,3.0,wpro
,Finland,64.0,26.0,4/21/20,4014,141.0,2000.0,euro
French Guiana,France,3.9339,-53.1258,4/21/20,97,1.0,76.0,euro
French Polynesia,France,-17.6797,149.4068,4/21/20,56,0.0,19.0,euro
Guadeloupe,France,16.25,-61.5833,4/21/20,148,12.0,73.0,euro
Mayotte,France,-12.8275,45.1662,4/21/20,311,4.0,117.0,euro
New Caledonia,France,-20.9043,165.618,4/21/20,18,0.0,17.0,euro
Reunion,France,-21.1351,55.2471,4/21/20,410,0.0,238.0,euro
Saint Barthelemy,France,17.9,-62.8333,4/21/20,6,0.0,6.0,euro
St Martin,France,18.0708,-63.0501,4/21/20,37,2.0,19.0,euro
Martinique,France,14.6415,-61.0242,4/21/20,163,14.0,73.0,euro
,France,46.2276,2.2137,4/21/20,156921,20765.0,38543.0,euro
,Gabon,-0.8037,11.6094,4/21/20,156,1.0,16.0,afro
,Gambia,13.4432,-15.3101,4/21/20,10,1.0,2.0,afro
,Georgia,42.3154,43.3569,4/21/20,408,4.0,97.0,euro
,Germany,51.0,9.0,4/21/20,148291,5033.0,95200.0,euro
,Ghana,7.9465,-1.0232,4/21/20,1042,9.0,99.0,afro
,Greece,39.0742,21.8243,4/21/20,2401,121.0,577.0,euro
,Guatemala,15.7835,-90.2308,4/21/20,294,7.0,24.0,paho
,Guinea,9.9456,-9.6966,4/21/20,688,6.0,127.0,afro
,Guyana,5.0,-58.75,4/21/20,66,7.0,9.0,paho
,Haiti,18.9712,-72.2852,4/21/20,57,3.0,0.0,paho
,Holy See,41.9029,12.4534,4/21/20,9,0.0,2.0,euro
,Honduras,15.2,-86.2419,4/21/20,494,46.0,29.0,paho
,Hungary,47.1625,19.5033,4/21/20,2098,213.0,287.0,euro
,Iceland,64.9631,-19.0208,4/21/20,1778,10.0,1417.0,euro
,India,21.0,78.0,4/21/20,20080,645.0,3975.0,searo
,Indonesia,-0.7893,113.9213,4/21/20,7135,616.0,842.0,searo
,Iran,32.0,53.0,4/21/20,84802,5297.0,60965.0,emro
,Iraq,33.0,44.0,4/21/20,1602,83.0,1096.0,emro
,Ireland,53.1424,-7.6921,4/21/20,16040,730.0,9233.0,euro
,Israel,31.0,35.0,4/21/20,13942,184.0,4507.0,euro
,Italy,43.0,12.0,4/21/20,183957,24648.0,51600.0,euro
,Jamaica,18.1096,-77.2975,4/21/20,223,6.0,27.0,paho
,Japan,36.0,138.0,4/21/20,11135,263.0,1239.0,wpro
,Jordan,31.24,36.51,4/21/20,428,7.0,297.0,emro
,Kazakhstan,48.0196,66.9237,4/21/20,1995,19.0,489.0,euro
,Kenya,-0.0236,37.9062,4/21/20,296,14.0,74.0,afro
,South Korea,36.0,128.0,4/21/20,10683,237.0,8213.0,wpro
,Kuwait,29.5,47.75,4/21/20,2080,11.0,412.0,emro
,Kyrgyzstan,41.2044,74.7661,4/21/20,590,7.0,216.0,euro
,Latvia,56.8796,24.6032,4/21/20,748,9.0,133.0,euro
,Lebanon,33.8547,35.8623,4/21/20,677,21.0,108.0,emro
,Liberia,6.4281,-9.4295,4/21/20,101,8.0,7.0,afro
,Liechtenstein,47.14,9.55,4/21/20,81,1.0,55.0,euro
,Lithuania,55.1694,23.8813,4/21/20,1350,38.0,298.0,euro
,Luxembourg,49.8153,6.1296,4/21/20,3618,78.0,670.0,euro
,Madagascar,-18.7669,46.8691,4/21/20,121,0.0,44.0,afro
,Malaysia,2.5,112.5,4/21/20,5482,92.0,3349.0,wpro
,Maldives,3.2028,73.2207,4/21/20,83,0.0,16.0,searo
,Malta,35.9375,14.3754,4/21/20,443,3.0,150.0,euro
,Mauritania,21.0079,10.9408,4/21/20,7,1.0,6.0,afro
,Mauritius,-20.2,57.5,4/21/20,328,9.0,243.0,afro
,Mexico,23.6345,-102.5528,4/21/20,9501,857.0,2627.0,paho
,Moldova,47.4116,28.3699,4/21/20,2614,72.0,505.0,euro
,Monaco,43.7333,7.4167,4/21/20,94,3.0,26.0,euro
,Mongolia,46.8625,103.8467,4/21/20,34,0.0,8.0,wpro
,Montenegro,42.5,19.3,4/21/20,313,5.0,101.0,euro
,Morocco,31.7917,-7.0926,4/21/20,3209,145.0,393.0,emro
,Namibia,-22.9576,18.4904,4/21/20,16,0.0,6.0,afro
,Nepal,28.1667,84.25,4/21/20,43,0.0,4.0,searo
Aruba,Netherlands,12.5186,-70.0358,4/21/20,97,2.0,51.0,euro
Curacao,Netherlands,12.1696,-68.99,4/21/20,14,1.0,11.0,euro
Sint Maarten,Netherlands,18.0425,-63.0548,4/21/20,67,10.0,12.0,euro
,Netherlands,52.1326,5.2913,4/21/20,34134,3916.0,0.0,euro
,New Zealand,-40.9006,174.886,4/21/20,1445,13.0,1006.0,wpro
,Nicaragua,12.8654,-85.2072,4/21/20,10,2.0,7.0,paho
,Niger,17.6078,8.0817,4/21/20,657,20.0,127.0,afro
,Nigeria,9.082,8.6753,4/21/20,665,22.0,188.0,afro
,North Macedonia,41.6086,21.7453,4/21/20,1231,55.0,224.0,euro
,Norway,60.472,8.4689,4/21/20,7191,182.0,32.0,euro
,Oman,21.0,57.0,4/21/20,1508,8.0,238.0,emro
,Pakistan,30.3753,69.3451,4/21/20,9565,201.0,2073.0,emro
,Panama,8.538,-80.7821,4/21/20,4658,136.0,204.0,paho
,Papua New Guinea,-6.315,143.9555,4/21/20,7,0.0,0.0,wpro
,Paraguay,-23.4425,-58.4438,4/21/20,208,8.0,53.0,paho
,Peru,-9.19,-75.0152,4/21/20,17837,484.0,6982.0,paho
,Philippines,13.0,122.0,4/21/20,6599,437.0,654.0,wpro
,Poland,51.9194,19.1451,4/21/20,9856,401.0,1297.0,euro
,Portugal,39.3999,-8.2245,4/21/20,21379,762.0,917.0,euro
,Qatar,25.3548,51.1839,4/21/20,6533,9.0,614.0,emro
,Romania,45.9432,24.9668,4/21/20,9242,498.0,2153.0,euro
,Russia,60.0,90.0,4/21/20,52763,456.0,3873.0,euro
,Rwanda,-1.9403,29.8739,4/21/20,150,0.0,84.0,afro
,Saint Lucia,13.9094,-60.9789,4/21/20,15,0.0,13.0,paho
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/21/20,12,0.0,2.0,paho
,San Marino,43.9424,12.4578,4/21/20,476,40.0,62.0,euro
,Saudi Arabia,24.0,45.0,4/21/20,11631,109.0,1640.0,emro
,Senegal,14.4974,-14.4524,4/21/20,412,5.0,242.0,afro
,Serbia,44.0165,21.0059,4/21/20,6890,130.0,977.0,euro
,Seychelles,-4.6796,55.492,4/21/20,11,0.0,5.0,afro
,Singapore,1.2833,103.8333,4/21/20,9125,11.0,839.0,wpro
,Slovakia,48.669,19.699,4/21/20,1199,14.0,258.0,euro
,Slovenia,46.1512,14.9955,4/21/20,1344,77.0,197.0,euro
,Somalia,5.1521,46.1996,4/21/20,286,8.0,4.0,emro
,South Africa,-30.5595,22.9375,4/21/20,3465,58.0,1055.0,afro
,Spain,40.0,-4.0,4/21/20,204178,21282.0,82514.0,euro
,Sri Lanka,7.0,81.0,4/21/20,310,7.0,102.0,searo
,Sudan,12.8628,30.2176,4/21/20,107,12.0,8.0,emro
,Suriname,3.9193,-56.0278,4/21/20,10,1.0,6.0,paho
,Sweden,63.0,16.0,4/21/20,15322,1765.0,0.0,euro
,Switzerland,46.8182,8.2275,4/21/20,28063,1478.0,19400.0,euro
,Taiwan*,23.7,121.0,4/21/20,425,6.0,217.0,wpro
,Tanzania,-6.369,34.8888,4/21/20,254,10.0,11.0,afro
,Thailand,15.0,101.0,4/21/20,2811,48.0,2108.0,searo
,Togo,8.6195,0.8248,4/21/20,86,6.0,56.0,afro
,Trinidad and Tobago,10.6918,-61.2225,4/21/20,115,8.0,28.0,paho
,Tunisia,34.0,9.0,4/21/20,884,38.0,148.0,emro
,Turkey,38.9637,35.2433,4/21/20,95591,2259.0,14918.0,euro
,Uganda,1.0,32.0,4/21/20,61,0.0,38.0,afro
,Ukraine,48.3794,31.1656,4/21/20,6125,161.0,367.0,euro
,United Arab Emirates,24.0,54.0,4/21/20,7755,46.0,1443.0,emro
Bermuda,United Kingdom,32.3078,-64.7505,4/21/20,86,5.0,37.0,euro
Cayman Islands,United Kingdom,19.3133,-81.2546,4/21/20,66,1.0,7.0,euro
Channel Islands,United Kingdom,49.3723,-2.3644,4/21/20,496,24.0,256.0,euro
Gibraltar,United Kingdom,36.1408,-5.3536,4/21/20,132,0.0,120.0,euro
Isle of Man,United Kingdom,54.2361,-4.5481,4/21/20,307,9.0,209.0,euro
Montserrat,United Kingdom,16.7425,-62.1874,4/21/20,11,0.0,2.0,euro
,United Kingdom,55.3781,-3.4360000000000004,4/21/20,129044,20223.0,0.0,euro
,Uruguay,-32.5228,-55.7658,4/21/20,543,12.0,324.0,paho
,US,37.0902,-95.7129,4/21/20,811865,45086.0,75204.0,paho
,Uzbekistan,41.3775,64.5853,4/21/20,1678,6.0,357.0,euro
,Venezuela,6.4238,-66.5897,4/21/20,285,10.0,117.0,paho
,Vietnam,16.0,108.0,4/21/20,268,0.0,216.0,wpro
,Zambia,-15.4167,28.2833,4/21/20,70,3.0,35.0,afro
,Zimbabwe,-20.0,30.0,4/21/20,28,3.0,2.0,afro
Diamond Princess,Canada,0.0,0.0,4/21/20,0,1.0,,paho
,Dominica,15.415,-61.371,4/21/20,16,0.0,8.0,paho
,Grenada,12.1165,-61.679,4/21/20,14,,,paho
,Mozambique,-18.665695,35.529562,4/21/20,39,0.0,,afro
,Syria,34.802075,38.99681500000001,4/21/20,42,,,emro
,Timor-Leste,-8.874217,125.727539,4/21/20,23,0.0,,searo
,Belize,13.1939,-59.5432,4/21/20,18,2.0,2.0,paho
,Laos,19.85627,102.495496,4/21/20,19,,,wpro
,Libya,26.3351,17.228331,4/21/20,51,1.0,15.0,emro
,West Bank and Gaza,31.9522,35.2332,4/21/20,329,2.0,71.0,emro
,Guinea-Bissau,11.8037,-15.1804,4/21/20,50,0.0,3.0,afro
,Mali,17.570692,-3.996166000000001,4/21/20,258,,57.0,afro
,Saint Kitts and Nevis,17.357822,-62.782998,4/21/20,15,0.0,0.0,paho
Northwest Territories,Canada,64.8255,-124.8457,4/21/20,5,0.0,,paho
Yukon,Canada,64.2823,-135.0,4/21/20,11,0.0,,paho
,Kosovo,42.602636,20.902977,4/21/20,604,18.0,128.0,euro
,Burma,21.9162,95.956,4/21/20,121,5.0,7.0,searo
Anguilla,United Kingdom,18.2206,-63.0686,4/21/20,3,0.0,1.0,euro
British Virgin Islands,United Kingdom,18.4207,-64.64,4/21/20,5,1.0,3.0,euro
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,4/21/20,11,,0.0,euro
,MS Zaandam,0.0,0.0,4/21/20,9,2.0,0.0,
,Botswana,-22.3285,24.6849,4/21/20,20,1.0,0.0,afro
,Burundi,-3.3731,29.9189,4/21/20,5,1.0,4.0,afro
,Sierra Leone,8.460555000000001,-11.779889,4/21/20,50,0.0,6.0,afro
,Malawi,-13.254307999999998,34.301525,4/21/20,18,2.0,3.0,afro
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/21/20,11,0.0,3.0,euro
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/21/20,1,0.0,0.0,euro
,South Sudan,6.877000000000002,31.307,4/21/20,4,,,afro
,Western Sahara,24.2155,-12.8858,4/21/20,6,0.0,0.0,afro
,Sao Tome and Principe,0.18636,6.613081,4/21/20,4,0.0,0.0,afro
,Yemen,15.552727,48.516388,4/21/20,1,,,emro
,Comoros,-11.6455,43.3333,4/21/20,0,0.0,0.0,afro
,Tajikistan,38.861034,71.276093,4/21/20,0,,,euro
,Lesotho,-29.609988,28.233608,4/21/20,0,0.0,0.0,afro
,Afghanistan,33.0,65.0,4/22/20,1176,40.0,166.0,emro
,Albania,41.1533,20.1683,4/22/20,634,27.0,356.0,euro
,Algeria,28.0339,1.6596,4/22/20,2910,402.0,1204.0,afro
,Andorra,42.5063,1.5218,4/22/20,723,37.0,309.0,euro
,Angola,-11.2027,17.8739,4/22/20,25,2.0,6.0,afro
,Antigua and Barbuda,17.0608,-61.7964,4/22/20,24,3.0,10.0,paho
,Argentina,-38.4161,-63.6167,4/22/20,3144,152.0,872.0,paho
,Armenia,40.0691,45.0382,4/22/20,1473,24.0,633.0,euro
Australian Capital Territory,Australia,-35.4735,149.0124,4/22/20,104,3.0,93.0,wpro
New South Wales,Australia,-33.8688,151.2093,4/22/20,2971,26.0,1926.0,wpro
Northern Territory,Australia,-12.4634,130.8456,4/22/20,28,0.0,16.0,wpro
Queensland,Australia,-28.0167,153.4,4/22/20,1024,6.0,738.0,wpro
South Australia,Australia,-34.9285,138.6007,4/22/20,438,4.0,388.0,wpro
Tasmania,Australia,-41.4545,145.9707,4/22/20,205,7.0,77.0,wpro
Victoria,Australia,-37.8136,144.9631,4/22/20,1336,14.0,1243.0,wpro
Western Australia,Australia,-31.9505,115.8605,4/22/20,546,7.0,451.0,wpro
,Austria,47.5162,14.5501,4/22/20,14925,510.0,11328.0,euro
,Azerbaijan,40.1431,47.5769,4/22/20,1518,20.0,907.0,euro
,Bahamas,25.0343,-77.3963,4/22/20,65,9.0,12.0,paho
,Bahrain,26.0275,50.55,4/22/20,2027,7.0,1026.0,emro
,Bangladesh,23.685,90.3563,4/22/20,3772,120.0,92.0,searo
,Barbados,13.1939,-59.5432,4/22/20,75,5.0,25.0,paho
,Belarus,53.7098,27.9534,4/22/20,7281,58.0,769.0,euro
,Belgium,50.8333,4.0,4/22/20,41889,6262.0,9433.0,euro
,Benin,9.3077,2.3158,4/22/20,54,1.0,27.0,afro
,Bhutan,27.5142,90.4336,4/22/20,6,0.0,2.0,searo
,Bolivia,-16.2902,-63.5887,4/22/20,609,37.0,44.0,paho
,Bosnia and Herzegovina,43.9159,17.6791,4/22/20,1368,53.0,460.0,euro
,Brazil,-14.235,-51.9253,4/22/20,45757,2906.0,25318.0,paho
,Brunei,4.5353,114.7277,4/22/20,138,1.0,117.0,wpro
,Bulgaria,42.7339,25.4858,4/22/20,1024,49.0,174.0,euro
,Burkina Faso,12.2383,-1.5616,4/22/20,609,39.0,389.0,afro
,Cabo Verde,16.5388,-23.0418,4/22/20,73,1.0,1.0,afro
,Cambodia,11.55,104.9167,4/22/20,122,0.0,110.0,wpro
,Cameroon,3.848,11.5021,4/22/20,1163,,,afro
Alberta,Canada,53.9333,-116.5765,4/22/20,3401,66.0,,paho
